Play_Id,character_chosen,Boss Relic,br_picked_skipped,victory,floor_reached,Act
f6bc6896-38d1-4bb1-9011-5c9162019084,IRONCLAD,Sozu,Skipped,True,57,2
f6bc6896-38d1-4bb1-9011-5c9162019084,IRONCLAD,Mark of Pain,Picked,True,57,2
336fa949-f526-4226-a44f-274b1f8dbccc,THE_SILENT,Tiny House,Skipped,False,33,1
336fa949-f526-4226-a44f-274b1f8dbccc,THE_SILENT,WristBlade,Skipped,False,33,1
336fa949-f526-4226-a44f-274b1f8dbccc,THE_SILENT,Astrolabe,Picked,False,33,1
17baa90f-8295-441f-a095-2ac9602cc869,THE_SILENT,Velvet Choker,Skipped,True,57,1
17baa90f-8295-441f-a095-2ac9602cc869,THE_SILENT,Sozu,Skipped,True,57,1
17baa90f-8295-441f-a095-2ac9602cc869,THE_SILENT,SlaversCollar,Picked,True,57,1
17baa90f-8295-441f-a095-2ac9602cc869,THE_SILENT,Fusion Hammer,Skipped,True,57,2
17baa90f-8295-441f-a095-2ac9602cc869,THE_SILENT,Pandora's Box,Skipped,True,57,2
17baa90f-8295-441f-a095-2ac9602cc869,THE_SILENT,Coffee Dripper,Picked,True,57,2
85c60dcb-7be5-450a-bbd6-249611210f10,THE_SILENT,Astrolabe,Skipped,False,33,1
85c60dcb-7be5-450a-bbd6-249611210f10,THE_SILENT,Empty Cage,Skipped,False,33,1
85c60dcb-7be5-450a-bbd6-249611210f10,THE_SILENT,Calling Bell,Picked,False,33,1
4da4f472-755c-4009-8a3c-fcf4ee153685,THE_SILENT,Astrolabe,Skipped,True,57,1
4da4f472-755c-4009-8a3c-fcf4ee153685,THE_SILENT,Fusion Hammer,Skipped,True,57,1
4da4f472-755c-4009-8a3c-fcf4ee153685,THE_SILENT,Runic Pyramid,Picked,True,57,1
4da4f472-755c-4009-8a3c-fcf4ee153685,THE_SILENT,SlaversCollar,Skipped,True,57,2
4da4f472-755c-4009-8a3c-fcf4ee153685,THE_SILENT,Tiny House,Skipped,True,57,2
4da4f472-755c-4009-8a3c-fcf4ee153685,THE_SILENT,Coffee Dripper,Picked,True,57,2
9c14a52a-fcfa-4957-83c2-59917e9f1f52,THE_SILENT,Cursed Key,Skipped,True,57,1
9c14a52a-fcfa-4957-83c2-59917e9f1f52,THE_SILENT,Sozu,Skipped,True,57,1
9c14a52a-fcfa-4957-83c2-59917e9f1f52,THE_SILENT,Fusion Hammer,Picked,True,57,1
9c14a52a-fcfa-4957-83c2-59917e9f1f52,THE_SILENT,SlaversCollar,Skipped,True,57,2
9c14a52a-fcfa-4957-83c2-59917e9f1f52,THE_SILENT,WristBlade,Skipped,True,57,2
9c14a52a-fcfa-4957-83c2-59917e9f1f52,THE_SILENT,Astrolabe,Picked,True,57,2
c5e08caa-de96-4fe7-98bf-201ba4c044a8,THE_SILENT,Black Star,Skipped,False,24,1
c5e08caa-de96-4fe7-98bf-201ba4c044a8,THE_SILENT,SlaversCollar,Skipped,False,24,1
c5e08caa-de96-4fe7-98bf-201ba4c044a8,THE_SILENT,Calling Bell,Picked,False,24,1
8ff1ff2f-2a52-41c0-ab91-4d270a887d4b,THE_SILENT,Cursed Key,Skipped,False,50,1
8ff1ff2f-2a52-41c0-ab91-4d270a887d4b,THE_SILENT,Sozu,Skipped,False,50,1
8ff1ff2f-2a52-41c0-ab91-4d270a887d4b,THE_SILENT,Runic Pyramid,Picked,False,50,1
8ff1ff2f-2a52-41c0-ab91-4d270a887d4b,THE_SILENT,Empty Cage,Skipped,False,50,2
8ff1ff2f-2a52-41c0-ab91-4d270a887d4b,THE_SILENT,Tiny House,Skipped,False,50,2
8ff1ff2f-2a52-41c0-ab91-4d270a887d4b,THE_SILENT,Astrolabe,Picked,False,50,2
dc595644-f916-4db0-b2ea-d516ce24c5ac,THE_SILENT,Black Star,Skipped,True,57,1
dc595644-f916-4db0-b2ea-d516ce24c5ac,THE_SILENT,Ectoplasm,Skipped,True,57,1
dc595644-f916-4db0-b2ea-d516ce24c5ac,THE_SILENT,Philosopher's Stone,Picked,True,57,1
dc595644-f916-4db0-b2ea-d516ce24c5ac,THE_SILENT,Busted Crown,Skipped,True,57,2
dc595644-f916-4db0-b2ea-d516ce24c5ac,THE_SILENT,Sozu,Skipped,True,57,2
dc595644-f916-4db0-b2ea-d516ce24c5ac,THE_SILENT,Calling Bell,Picked,True,57,2
363f7704-3e26-44a2-b377-6258aff89d2c,THE_SILENT,Calling Bell,Skipped,True,57,1
363f7704-3e26-44a2-b377-6258aff89d2c,THE_SILENT,Coffee Dripper,Skipped,True,57,1
363f7704-3e26-44a2-b377-6258aff89d2c,THE_SILENT,Runic Pyramid,Picked,True,57,1
363f7704-3e26-44a2-b377-6258aff89d2c,THE_SILENT,Sozu,Skipped,True,57,2
363f7704-3e26-44a2-b377-6258aff89d2c,THE_SILENT,SacredBark,Skipped,True,57,2
363f7704-3e26-44a2-b377-6258aff89d2c,THE_SILENT,SlaversCollar,Picked,True,57,2
3dbf1da7-6f98-4b62-bdeb-cb27cdf97794,THE_SILENT,Black Star,Skipped,True,57,1
3dbf1da7-6f98-4b62-bdeb-cb27cdf97794,THE_SILENT,Sozu,Skipped,True,57,1
3dbf1da7-6f98-4b62-bdeb-cb27cdf97794,THE_SILENT,Cursed Key,Picked,True,57,1
3dbf1da7-6f98-4b62-bdeb-cb27cdf97794,THE_SILENT,WristBlade,Skipped,True,57,2
3dbf1da7-6f98-4b62-bdeb-cb27cdf97794,THE_SILENT,SlaversCollar,Skipped,True,57,2
3dbf1da7-6f98-4b62-bdeb-cb27cdf97794,THE_SILENT,Coffee Dripper,Picked,True,57,2
381f055c-e3cd-4a0f-8963-69b0cced27bf,THE_SILENT,Fusion Hammer,Skipped,False,36,1
381f055c-e3cd-4a0f-8963-69b0cced27bf,THE_SILENT,Velvet Choker,Skipped,False,36,1
381f055c-e3cd-4a0f-8963-69b0cced27bf,THE_SILENT,Calling Bell,Picked,False,36,1
381f055c-e3cd-4a0f-8963-69b0cced27bf,THE_SILENT,Busted Crown,Skipped,False,36,2
381f055c-e3cd-4a0f-8963-69b0cced27bf,THE_SILENT,SacredBark,Skipped,False,36,2
381f055c-e3cd-4a0f-8963-69b0cced27bf,THE_SILENT,SlaversCollar,Picked,False,36,2
f10c7159-4168-413d-9a50-de28316f9963,THE_SILENT,Cursed Key,Skipped,True,57,1
f10c7159-4168-413d-9a50-de28316f9963,THE_SILENT,Ring of the Serpent,Skipped,True,57,1
f10c7159-4168-413d-9a50-de28316f9963,THE_SILENT,Runic Pyramid,Picked,True,57,1
f10c7159-4168-413d-9a50-de28316f9963,THE_SILENT,SacredBark,Skipped,True,57,2
f10c7159-4168-413d-9a50-de28316f9963,THE_SILENT,Runic Dome,Skipped,True,57,2
f10c7159-4168-413d-9a50-de28316f9963,THE_SILENT,Coffee Dripper,Picked,True,57,2
b0a4ace2-7e08-4e2a-a625-7110d549bb5b,THE_SILENT,WristBlade,Skipped,True,57,1
b0a4ace2-7e08-4e2a-a625-7110d549bb5b,THE_SILENT,Runic Dome,Skipped,True,57,1
b0a4ace2-7e08-4e2a-a625-7110d549bb5b,THE_SILENT,SlaversCollar,Picked,True,57,1
b0a4ace2-7e08-4e2a-a625-7110d549bb5b,THE_SILENT,Philosopher's Stone,Skipped,True,57,2
b0a4ace2-7e08-4e2a-a625-7110d549bb5b,THE_SILENT,Calling Bell,Skipped,True,57,2
b0a4ace2-7e08-4e2a-a625-7110d549bb5b,THE_SILENT,Runic Pyramid,Picked,True,57,2
629f4e75-b22c-4588-b246-30cc3650075b,THE_SILENT,Ectoplasm,Skipped,True,57,1
629f4e75-b22c-4588-b246-30cc3650075b,THE_SILENT,Black Star,Skipped,True,57,1
629f4e75-b22c-4588-b246-30cc3650075b,THE_SILENT,Pandora's Box,Picked,True,57,1
629f4e75-b22c-4588-b246-30cc3650075b,THE_SILENT,Busted Crown,Skipped,True,57,2
629f4e75-b22c-4588-b246-30cc3650075b,THE_SILENT,Tiny House,Skipped,True,57,2
629f4e75-b22c-4588-b246-30cc3650075b,THE_SILENT,Sozu,Picked,True,57,2
a5f96644-770a-4dca-bcfe-b6ad5b88b482,DEFECT,Ectoplasm,Skipped,False,24,1
a5f96644-770a-4dca-bcfe-b6ad5b88b482,DEFECT,Fusion Hammer,Skipped,False,24,1
a5f96644-770a-4dca-bcfe-b6ad5b88b482,DEFECT,Astrolabe,Picked,False,24,1
c01ea4c9-9d23-4647-a08c-e81c22a55432,DEFECT,FrozenCore,Skipped,True,57,1
c01ea4c9-9d23-4647-a08c-e81c22a55432,DEFECT,Black Star,Skipped,True,57,1
c01ea4c9-9d23-4647-a08c-e81c22a55432,DEFECT,Runic Dome,Picked,True,57,1
c01ea4c9-9d23-4647-a08c-e81c22a55432,DEFECT,SlaversCollar,Skipped,True,57,2
c01ea4c9-9d23-4647-a08c-e81c22a55432,DEFECT,Fusion Hammer,Skipped,True,57,2
c01ea4c9-9d23-4647-a08c-e81c22a55432,DEFECT,Pandora's Box,Picked,True,57,2
98ac8d7d-5572-4a0f-8f1f-4ca37776367f,DEFECT,SlaversCollar,Skipped,True,57,1
98ac8d7d-5572-4a0f-8f1f-4ca37776367f,DEFECT,Fusion Hammer,Skipped,True,57,1
98ac8d7d-5572-4a0f-8f1f-4ca37776367f,DEFECT,Nuclear Battery,Picked,True,57,1
98ac8d7d-5572-4a0f-8f1f-4ca37776367f,DEFECT,Runic Pyramid,Skipped,True,57,2
98ac8d7d-5572-4a0f-8f1f-4ca37776367f,DEFECT,Empty Cage,Skipped,True,57,2
98ac8d7d-5572-4a0f-8f1f-4ca37776367f,DEFECT,Philosopher's Stone,Picked,True,57,2
83b1113b-baef-44b1-86d8-f57bd1389f8b,DEFECT,Ectoplasm,Skipped,True,57,1
83b1113b-baef-44b1-86d8-f57bd1389f8b,DEFECT,Inserter,Skipped,True,57,1
83b1113b-baef-44b1-86d8-f57bd1389f8b,DEFECT,Coffee Dripper,Picked,True,57,1
83b1113b-baef-44b1-86d8-f57bd1389f8b,DEFECT,Pandora's Box,Skipped,True,57,2
83b1113b-baef-44b1-86d8-f57bd1389f8b,DEFECT,SacredBark,Skipped,True,57,2
83b1113b-baef-44b1-86d8-f57bd1389f8b,DEFECT,Runic Dome,Picked,True,57,2
0fc88d87-08ac-4167-ac56-c284bf1d3837,DEFECT,Calling Bell,Skipped,True,57,1
0fc88d87-08ac-4167-ac56-c284bf1d3837,DEFECT,Tiny House,Skipped,True,57,1
0fc88d87-08ac-4167-ac56-c284bf1d3837,DEFECT,Coffee Dripper,Picked,True,57,1
0fc88d87-08ac-4167-ac56-c284bf1d3837,DEFECT,Fusion Hammer,Skipped,True,57,2
0fc88d87-08ac-4167-ac56-c284bf1d3837,DEFECT,SacredBark,Skipped,True,57,2
0fc88d87-08ac-4167-ac56-c284bf1d3837,DEFECT,Nuclear Battery,Picked,True,57,2
3dd2c068-e359-4de5-b87f-dd5d42a15a93,DEFECT,Pandora's Box,Skipped,True,57,1
3dd2c068-e359-4de5-b87f-dd5d42a15a93,DEFECT,Inserter,Skipped,True,57,1
3dd2c068-e359-4de5-b87f-dd5d42a15a93,DEFECT,Black Star,Picked,True,57,1
3dd2c068-e359-4de5-b87f-dd5d42a15a93,DEFECT,Tiny House,Skipped,True,57,2
3dd2c068-e359-4de5-b87f-dd5d42a15a93,DEFECT,Calling Bell,Skipped,True,57,2
3dd2c068-e359-4de5-b87f-dd5d42a15a93,DEFECT,Cursed Key,Picked,True,57,2
460e3f5c-fb44-46ea-9b5c-a509aec9334c,DEFECT,Astrolabe,Skipped,False,51,1
460e3f5c-fb44-46ea-9b5c-a509aec9334c,DEFECT,Black Star,Skipped,False,51,1
460e3f5c-fb44-46ea-9b5c-a509aec9334c,DEFECT,Runic Dome,Picked,False,51,1
460e3f5c-fb44-46ea-9b5c-a509aec9334c,DEFECT,Velvet Choker,Skipped,False,51,2
460e3f5c-fb44-46ea-9b5c-a509aec9334c,DEFECT,Sozu,Skipped,False,51,2
460e3f5c-fb44-46ea-9b5c-a509aec9334c,DEFECT,Fusion Hammer,Picked,False,51,2
82f9a5f8-4c6c-4f43-b02e-3a8896604b8f,DEFECT,Velvet Choker,Skipped,False,44,1
82f9a5f8-4c6c-4f43-b02e-3a8896604b8f,DEFECT,SacredBark,Skipped,False,44,1
82f9a5f8-4c6c-4f43-b02e-3a8896604b8f,DEFECT,Calling Bell,Picked,False,44,1
82f9a5f8-4c6c-4f43-b02e-3a8896604b8f,DEFECT,Inserter,Skipped,False,44,2
82f9a5f8-4c6c-4f43-b02e-3a8896604b8f,DEFECT,Runic Dome,Skipped,False,44,2
82f9a5f8-4c6c-4f43-b02e-3a8896604b8f,DEFECT,Coffee Dripper,Picked,False,44,2
8b2d5da0-3923-4e6a-b13d-77b3e01dba57,DEFECT,Ectoplasm,Skipped,True,57,1
8b2d5da0-3923-4e6a-b13d-77b3e01dba57,DEFECT,Inserter,Skipped,True,57,1
8b2d5da0-3923-4e6a-b13d-77b3e01dba57,DEFECT,Pandora's Box,Picked,True,57,1
8b2d5da0-3923-4e6a-b13d-77b3e01dba57,DEFECT,SacredBark,Skipped,True,57,2
8b2d5da0-3923-4e6a-b13d-77b3e01dba57,DEFECT,Fusion Hammer,Skipped,True,57,2
8b2d5da0-3923-4e6a-b13d-77b3e01dba57,DEFECT,Nuclear Battery,Picked,True,57,2
e14018c5-838d-431c-b1a4-6d0b7dae2f06,DEFECT,Velvet Choker,Skipped,False,33,1
e14018c5-838d-431c-b1a4-6d0b7dae2f06,DEFECT,Philosopher's Stone,Skipped,False,33,1
e14018c5-838d-431c-b1a4-6d0b7dae2f06,DEFECT,Runic Dome,Picked,False,33,1
93fd92d8-3e88-440d-bd4c-2dab1e0943b4,DEFECT,Ectoplasm,Skipped,False,56,1
93fd92d8-3e88-440d-bd4c-2dab1e0943b4,DEFECT,Astrolabe,Skipped,False,56,1
93fd92d8-3e88-440d-bd4c-2dab1e0943b4,DEFECT,Fusion Hammer,Picked,False,56,1
93fd92d8-3e88-440d-bd4c-2dab1e0943b4,DEFECT,Velvet Choker,Skipped,False,56,2
93fd92d8-3e88-440d-bd4c-2dab1e0943b4,DEFECT,SacredBark,Skipped,False,56,2
93fd92d8-3e88-440d-bd4c-2dab1e0943b4,DEFECT,Runic Dome,Picked,False,56,2
2fe6d411-dcc0-448e-99c3-e48a0f63a29e,DEFECT,Tiny House,Skipped,True,57,1
2fe6d411-dcc0-448e-99c3-e48a0f63a29e,DEFECT,Philosopher's Stone,Skipped,True,57,1
2fe6d411-dcc0-448e-99c3-e48a0f63a29e,DEFECT,Calling Bell,Picked,True,57,1
2fe6d411-dcc0-448e-99c3-e48a0f63a29e,DEFECT,Fusion Hammer,Skipped,True,57,2
2fe6d411-dcc0-448e-99c3-e48a0f63a29e,DEFECT,Cursed Key,Skipped,True,57,2
2fe6d411-dcc0-448e-99c3-e48a0f63a29e,DEFECT,Runic Dome,Picked,True,57,2
bd810493-7bc5-470e-8692-b6bbe8299672,DEFECT,Coffee Dripper,Skipped,True,57,1
bd810493-7bc5-470e-8692-b6bbe8299672,DEFECT,Astrolabe,Skipped,True,57,1
bd810493-7bc5-470e-8692-b6bbe8299672,DEFECT,Nuclear Battery,Picked,True,57,1
bd810493-7bc5-470e-8692-b6bbe8299672,DEFECT,Runic Dome,Skipped,True,57,2
bd810493-7bc5-470e-8692-b6bbe8299672,DEFECT,Velvet Choker,Skipped,True,57,2
bd810493-7bc5-470e-8692-b6bbe8299672,DEFECT,Runic Pyramid,Picked,True,57,2
9445c3db-ec89-4106-a3c5-df71eb947594,DEFECT,Tiny House,Skipped,False,44,1
9445c3db-ec89-4106-a3c5-df71eb947594,DEFECT,Fusion Hammer,Skipped,False,44,1
9445c3db-ec89-4106-a3c5-df71eb947594,DEFECT,Runic Dome,Picked,False,44,1
9445c3db-ec89-4106-a3c5-df71eb947594,DEFECT,FrozenCore,Skipped,False,44,2
9445c3db-ec89-4106-a3c5-df71eb947594,DEFECT,Calling Bell,Skipped,False,44,2
9445c3db-ec89-4106-a3c5-df71eb947594,DEFECT,Pandora's Box,Picked,False,44,2
e93ef19d-db53-4a99-93c3-9d936cd5cb17,WATCHER,Philosopher's Stone,Skipped,True,57,1
e93ef19d-db53-4a99-93c3-9d936cd5cb17,WATCHER,Busted Crown,Skipped,True,57,1
e93ef19d-db53-4a99-93c3-9d936cd5cb17,WATCHER,Empty Cage,Picked,True,57,1
e93ef19d-db53-4a99-93c3-9d936cd5cb17,WATCHER,Fusion Hammer,Skipped,True,57,2
e93ef19d-db53-4a99-93c3-9d936cd5cb17,WATCHER,Tiny House,Skipped,True,57,2
e93ef19d-db53-4a99-93c3-9d936cd5cb17,WATCHER,Runic Pyramid,Picked,True,57,2
fb65dde5-66e6-417d-b9c8-cd88a422bc13,WATCHER,Calling Bell,Skipped,False,30,1
fb65dde5-66e6-417d-b9c8-cd88a422bc13,WATCHER,SlaversCollar,Skipped,False,30,1
fb65dde5-66e6-417d-b9c8-cd88a422bc13,WATCHER,Runic Dome,Picked,False,30,1
84a2f28c-75c7-41e3-a3d5-002bfbd93f6d,WATCHER,Pandora's Box,Skipped,True,57,1
84a2f28c-75c7-41e3-a3d5-002bfbd93f6d,WATCHER,Empty Cage,Skipped,True,57,1
84a2f28c-75c7-41e3-a3d5-002bfbd93f6d,WATCHER,Runic Pyramid,Picked,True,57,1
84a2f28c-75c7-41e3-a3d5-002bfbd93f6d,WATCHER,Busted Crown,Skipped,True,57,2
84a2f28c-75c7-41e3-a3d5-002bfbd93f6d,WATCHER,Calling Bell,Skipped,True,57,2
84a2f28c-75c7-41e3-a3d5-002bfbd93f6d,WATCHER,Cursed Key,Picked,True,57,2
4008fe5c-012e-4ce7-a627-74b1dfeb6058,WATCHER,SlaversCollar,Skipped,True,57,1
4008fe5c-012e-4ce7-a627-74b1dfeb6058,WATCHER,Tiny House,Skipped,True,57,1
4008fe5c-012e-4ce7-a627-74b1dfeb6058,WATCHER,Runic Pyramid,Picked,True,57,1
4008fe5c-012e-4ce7-a627-74b1dfeb6058,WATCHER,Sozu,Skipped,True,57,2
4008fe5c-012e-4ce7-a627-74b1dfeb6058,WATCHER,Fusion Hammer,Skipped,True,57,2
4008fe5c-012e-4ce7-a627-74b1dfeb6058,WATCHER,VioletLotus,Picked,True,57,2
02b2752d-11a3-4696-8d3d-2791ef325342,WATCHER,Ectoplasm,Skipped,True,57,1
02b2752d-11a3-4696-8d3d-2791ef325342,WATCHER,Busted Crown,Skipped,True,57,1
02b2752d-11a3-4696-8d3d-2791ef325342,WATCHER,VioletLotus,Picked,True,57,1
02b2752d-11a3-4696-8d3d-2791ef325342,WATCHER,Snecko Eye,Skipped,True,57,2
02b2752d-11a3-4696-8d3d-2791ef325342,WATCHER,Calling Bell,Skipped,True,57,2
02b2752d-11a3-4696-8d3d-2791ef325342,WATCHER,SlaversCollar,Picked,True,57,2
d66b5a40-3f03-4736-80d3-e0b4dcd69a54,WATCHER,SacredBark,Skipped,True,57,1
d66b5a40-3f03-4736-80d3-e0b4dcd69a54,WATCHER,Tiny House,Skipped,True,57,1
d66b5a40-3f03-4736-80d3-e0b4dcd69a54,WATCHER,Astrolabe,Picked,True,57,1
d66b5a40-3f03-4736-80d3-e0b4dcd69a54,WATCHER,Black Star,Skipped,True,57,2
d66b5a40-3f03-4736-80d3-e0b4dcd69a54,WATCHER,HolyWater,Skipped,True,57,2
d66b5a40-3f03-4736-80d3-e0b4dcd69a54,WATCHER,Cursed Key,Picked,True,57,2
8e679b4d-2344-493d-948e-7db9fca739d6,WATCHER,Pandora's Box,Skipped,False,56,1
8e679b4d-2344-493d-948e-7db9fca739d6,WATCHER,Snecko Eye,Skipped,False,56,1
8e679b4d-2344-493d-948e-7db9fca739d6,WATCHER,Fusion Hammer,Picked,False,56,1
8e679b4d-2344-493d-948e-7db9fca739d6,WATCHER,Velvet Choker,Skipped,False,56,2
