run_id,run_date,character_chosen,floor_reached,neow_bonus,neow_cost,killed_by
d53e443c-16e6-4165-ad8f-d55021c238f9,2022-02-01,IRONCLAD,57,TRANSFORM_TWO_CARDS,NO_GOLD,
90dcded9-bb9b-49b0-8c41-49a5cc77fc89,2022-02-04,IRONCLAD,57,TWO_FIFTY_GOLD,CURSE,
5ec400cb-c905-43da-befa-cc8e36846658,2022-02-08,IRONCLAD,57,REMOVE_CARD,NONE,
ee6854a3-e0e6-41de-bee1-d6baf422d0bc,2022-02-10,IRONCLAD,50,ONE_RARE_RELIC,TEN_PERCENT_HP_LOSS,Awakened One
9f504e6a-0210-451e-ab67-ffbc6f74d5d2,2022-02-10,IRONCLAD,57,THREE_ENEMY_KILL,NONE,
564fb9d1-1f7e-4f67-bff6-74578d9f138b,2022-02-15,IRONCLAD,57,RANDOM_COMMON_RELIC,NONE,
6a47cc19-f6fd-4f87-9b33-5b4ecec62bcc,2022-02-17,IRONCLAD,57,TRANSFORM_TWO_CARDS,TEN_PERCENT_HP_LOSS,
ad3c5954-b4ce-410e-aa42-fe03dbc5d91d,2022-02-22,IRONCLAD,57,REMOVE_TWO,PERCENT_DAMAGE,
0c82fae6-be26-4913-b1d7-1ed79c354250,2022-03-01,IRONCLAD,57,BOSS_RELIC,NONE,
76d138b6-c5d9-4881-b7b9-ccac91ae9fa5,2022-03-02,IRONCLAD,57,BOSS_RELIC,NONE,
bc4b7dff-16ae-4db2-805d-3692b0de657f,2022-03-07,IRONCLAD,57,BOSS_RELIC,NONE,
0120db50-1c60-48d4-9f12-945451f97f57,2022-03-08,IRONCLAD,57,BOSS_RELIC,NONE,
882bfb1d-0224-413a-8179-6704325200e9,2022-03-11,IRONCLAD,57,BOSS_RELIC,NONE,
1e7e2eae-7ff1-44cf-9ffb-df6cdd859403,2022-03-15,IRONCLAD,57,BOSS_RELIC,NONE,
db5a6ed5-a58e-4261-8177-b26bc2f5e34f,2022-03-18,IRONCLAD,22,BOSS_RELIC,NONE,Snecko
48783f1a-0880-47a0-958b-e8c94a7dcf2c,2022-03-18,IRONCLAD,33,BOSS_RELIC,NONE,Collector
e58bf2fb-6cb1-4378-a3af-9b858ba7b5fd,2022-03-19,IRONCLAD,57,BOSS_RELIC,NONE,
9dca7add-5a47-4bbb-8479-443ffbb39ac5,2022-03-24,IRONCLAD,57,BOSS_RELIC,NONE,
9fc7c435-0bb5-41c2-8d3f-5d70b5ebd109,2022-03-25,IRONCLAD,57,BOSS_RELIC,NONE,
f6f0352c-ad11-452c-a84a-b31e11ebb16d,2022-04-07,IRONCLAD,10,RANDOM_COMMON_RELIC,NONE,Large Slime
df3ccdf5-0420-4d1c-8443-9415bdefb402,2022-04-07,IRONCLAD,16,TEN_PERCENT_HP_BONUS,NONE,Slime Boss
5e5117cc-fb91-4b32-a581-b6dc994fe2b2,2022-04-07,IRONCLAD,57,BOSS_RELIC,NONE,
d480078c-2a03-4d28-a9c3-66d399ab26f1,2022-04-12,IRONCLAD,57,ONE_RANDOM_RARE_CARD,NONE,
a9e65a11-5f80-4b6c-b7f7-ad34a420b3ad,2022-04-14,IRONCLAD,57,TRANSFORM_CARD,NONE,
91aafad0-919b-46a8-8442-7a88320d14de,2022-04-16,IRONCLAD,16,TRANSFORM_TWO_CARDS,PERCENT_DAMAGE,Hexaghost
e876e4d6-9fd0-414a-bd10-c46d3d267f0e,2022-04-16,IRONCLAD,57,RANDOM_COMMON_RELIC,NONE,
073c59b9-fddf-4371-9304-1c29c00bef70,2022-04-22,IRONCLAD,16,RANDOM_COLORLESS_2,TEN_PERCENT_HP_LOSS,Hexaghost
58753164-010e-44b6-8a77-29c1141e4c1d,2022-04-22,IRONCLAD,57,RANDOM_COLORLESS_2,TEN_PERCENT_HP_LOSS,
5daa405d-097f-4a57-b6a2-56705f9d64b8,2022-04-23,IRONCLAD,57,TWO_FIFTY_GOLD,CURSE,
5f27a447-8ee9-4f2a-addc-950e622a5169,2022-04-27,IRONCLAD,57,RANDOM_COLORLESS_2,NO_GOLD,
be220fd2-69aa-4dc0-bc93-fddb1c1d8cbe,2022-05-03,IRONCLAD,57,HUNDRED_GOLD,NONE,
311a20c4-bebb-4196-8d82-c7944221f6b5,2022-05-05,IRONCLAD,25,HUNDRED_GOLD,NONE,Snake Plant
248069bd-fef9-47c2-b64d-9da0c3851f89,2022-05-05,IRONCLAD,23,TRANSFORM_TWO_CARDS,NO_GOLD,Slavers
a3da8086-c7ba-4a89-929b-ee853e0b640d,2022-05-05,IRONCLAD,56,THREE_ENEMY_KILL,NONE,The Heart
bb6d1a5c-fafa-4589-93d4-de1d892124c8,2022-05-05,IRONCLAD,57,REMOVE_TWO,TEN_PERCENT_HP_LOSS,
5b655704-76ca-48a1-8d63-6f51b5a28211,2022-05-11,IRONCLAD,57,THREE_RARE_CARDS,TEN_PERCENT_HP_LOSS,
4fab06f6-0b46-4965-994a-67ebaf755de6,2022-05-12,IRONCLAD,57,RANDOM_COMMON_RELIC,NONE,
bf9ec967-3cf6-48fc-91bf-9da3627d2283,2022-05-17,IRONCLAD,56,REMOVE_TWO,NO_GOLD,The Heart
adea2f25-5863-4510-9eb7-9c6a96aaa2c8,2022-05-17,IRONCLAD,57,ONE_RARE_RELIC,NO_GOLD,
c9fb921e-0f7d-4246-9b97-919480703459,2022-05-18,IRONCLAD,16,THREE_RARE_CARDS,NO_GOLD,Hexaghost
edda5e27-0a1f-454f-8791-eded609977b1,2022-05-18,IRONCLAD,23,RANDOM_COMMON_RELIC,NONE,Gremlin Leader
43251086-6c66-4cf5-b675-48bc5a6379f3,2022-05-19,IRONCLAD,57,TRANSFORM_TWO_CARDS,TEN_PERCENT_HP_LOSS,
66fdfa23-6ec7-40d6-ac54-33c1ccc6e737,2022-05-21,IRONCLAD,57,HUNDRED_GOLD,NONE,
21b1f1c7-9770-4e52-ac9a-3569202c63d3,2022-05-26,IRONCLAD,56,RANDOM_COLORLESS,NONE,The Heart
1e06b5a9-f305-4c98-9e48-dc4c7cd5d694,2022-05-26,IRONCLAD,57,BOSS_RELIC,NONE,
234199da-5102-491a-9403-ec916a24db83,2022-06-03,IRONCLAD,22,THREE_ENEMY_KILL,NONE,Centurion and Healer
a08d1c2b-791b-40fd-b4fe-5f101eb850d5,2022-06-03,IRONCLAD,13,BOSS_RELIC,NONE,Exordium Thugs
0504a493-9793-4e1b-92c1-192e7b18352c,2022-06-03,IRONCLAD,57,THREE_ENEMY_KILL,NONE,
507bb1d4-f290-4a4c-9f8b-04489119abba,2022-06-07,IRONCLAD,14,RANDOM_COLORLESS_2,TEN_PERCENT_HP_LOSS,3 Sentries
ea0b4170-e3c8-4da4-b522-23ba2fecaa82,2022-06-07,IRONCLAD,57,THREE_ENEMY_KILL,NONE,
91ebdae5-8256-4994-8d2e-4cb1d6f93145,2022-06-08,IRONCLAD,57,ONE_RANDOM_RARE_CARD,NONE,
9d64e7a9-1718-42e9-8267-c33878b9c6c7,2022-06-09,IRONCLAD,57,RANDOM_COLORLESS_2,TEN_PERCENT_HP_LOSS,
e0d8573d-468b-4f1a-809a-eb32d12d47b6,2022-06-15,IRONCLAD,57,TWO_FIFTY_GOLD,CURSE,
e84a2670-459c-4493-9c12-211d64d01d5c,2022-06-17,IRONCLAD,51,ONE_RANDOM_RARE_CARD,NONE,Awakened One
c4faf823-3fef-49ae-a531-ce64f9e6e02f,2022-06-18,IRONCLAD,57,RANDOM_COLORLESS,NONE,
0f97c635-95c4-49d3-9323-ce447df1f0d4,2022-06-22,IRONCLAD,36,ONE_RARE_RELIC,TEN_PERCENT_HP_LOSS,2 Orb Walkers
6d8652cb-3d5f-4a35-ae4d-14864359fe24,2022-06-23,IRONCLAD,57,RANDOM_COLORLESS,NONE,
f1e75724-33a8-4043-8b32-2bc839b31a6e,2022-06-29,IRONCLAD,57,TWO_FIFTY_GOLD,PERCENT_DAMAGE,
71013dcf-caa9-4c6a-a3b3-c4e2fe726c0b,2022-07-01,IRONCLAD,51,RANDOM_COMMON_RELIC,NONE,Awakened One
fc23c39b-9d80-4dc2-8d50-b36f45c89704,2022-07-01,IRONCLAD,55,TWENTY_PERCENT_HP_BONUS,NO_GOLD,Shield and Spear
987ed110-7ab1-47d8-b1fb-52738308941b,2022-07-02,IRONCLAD,25,THREE_RARE_CARDS,NO_GOLD,Shelled Parasite and Fungi
0c4ab2db-4431-4cfc-99be-42744d2baf81,2022-07-02,IRONCLAD,57,BOSS_RELIC,NONE,
d72ec51e-456a-4ffa-9e29-002a84cf6365,2022-07-06,IRONCLAD,57,REMOVE_TWO,TEN_PERCENT_HP_LOSS,
b60d993e-3d12-454b-a63d-f912e206af9f,2022-01-04,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
b1870242-e469-4105-a870-4171a8f31376,2022-01-05,THE_SILENT,56,REMOVE_TWO,NO_GOLD,The Heart
d77d765d-edba-4a51-8ce5-68242677dd0b,2022-01-05,THE_SILENT,16,TWO_FIFTY_GOLD,TEN_PERCENT_HP_LOSS,Slime Boss
6d416ae7-c1b8-40b0-9c04-562b493f2da2,2022-01-05,THE_SILENT,57,ONE_RARE_RELIC,PERCENT_DAMAGE,
ce1c6c2a-792d-4a4c-b80f-9f70e1611d9b,2022-01-07,THE_SILENT,57,HUNDRED_GOLD,NONE,
3b864876-d4b7-48ad-9a65-1428c83cbb74,2022-01-11,THE_SILENT,10,REMOVE_TWO,TEN_PERCENT_HP_LOSS,Gremlin Nob
3b25cb5f-f33d-4328-be7f-890b5517654b,2022-01-11,THE_SILENT,57,THREE_ENEMY_KILL,NONE,
67cd4281-cd0d-4835-b100-de208b910934,2022-01-13,THE_SILENT,56,ONE_RARE_RELIC,CURSE,The Heart
c8b143a3-191f-4bc2-b131-21e590dc981f,2022-01-13,THE_SILENT,56,TRANSFORM_TWO_CARDS,PERCENT_DAMAGE,The Heart
6e124dae-8278-4239-b522-aca0cd3b31d0,2022-01-14,THE_SILENT,56,THREE_RARE_CARDS,NO_GOLD,The Heart
c55a7a06-46cd-4c6d-9479-4754e510e40c,2022-01-14,THE_SILENT,57,HUNDRED_GOLD,NONE,
6f0d26bb-bd6b-4cc5-a1b9-e40dd18623b5,2022-01-19,THE_SILENT,16,RANDOM_COLORLESS,NONE,Slime Boss
6942ac81-bd0d-47b7-98ea-b56d69872815,2022-01-19,THE_SILENT,33,RANDOM_COMMON_RELIC,NONE,Champ
cba1f271-6274-48f9-b2e7-1c75abffad23,2022-01-19,THE_SILENT,57,RANDOM_COLORLESS_2,NO_GOLD,
ef2d3808-f056-4f36-bb70-153385085da9,2022-01-20,THE_SILENT,23,REMOVE_TWO,NO_GOLD,Slavers
2494a155-d286-4bd1-9c38-4b83f50d5b26,2022-01-20,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
e166cb10-bce6-4319-9a2c-79a2a4cdbc78,2022-01-22,THE_SILENT,57,ONE_RARE_RELIC,NO_GOLD,
24c182d8-a05a-4c81-ab70-2efa579ff6a3,2022-01-27,THE_SILENT,57,TWO_FIFTY_GOLD,CURSE,
3379fb58-d306-44ef-85f1-36e1648f823a,2022-02-01,THE_SILENT,33,TRANSFORM_TWO_CARDS,TEN_PERCENT_HP_LOSS,Automaton
80670be1-356c-44b3-8d07-552b04d502f1,2022-02-02,THE_SILENT,10,HUNDRED_GOLD,NONE,Exordium Wildlife
a8c76567-cdc4-450b-994c-1c0ef1d3794e,2022-02-02,THE_SILENT,57,TEN_PERCENT_HP_BONUS,NONE,
95881b15-ef78-4e11-9c49-3a7733029ecb,2022-02-04,THE_SILENT,57,REMOVE_TWO,TEN_PERCENT_HP_LOSS,
3c9e57be-92ad-4fcd-b0a0-f10c89ba771e,2022-02-09,THE_SILENT,6,TWO_FIFTY_GOLD,CURSE,Gremlin Nob
1019ed6f-2c84-4d56-b2d2-a53ced95c234,2022-02-09,THE_SILENT,57,TEN_PERCENT_HP_BONUS,NONE,
2794780b-7373-4cb0-b5e9-449c379b53b0,2022-02-10,THE_SILENT,16,RANDOM_COLORLESS_2,NO_GOLD,Hexaghost
cfeb6013-871d-477b-8af4-1cb683906e59,2022-02-10,THE_SILENT,38,RANDOM_COLORLESS_2,NO_GOLD,Spire Growth
58635db8-0553-4adf-9ce0-1a3c0dba7eae,2022-02-11,THE_SILENT,57,TWO_FIFTY_GOLD,TEN_PERCENT_HP_LOSS,
bbecf6d2-50e5-4a53-943d-ca66ae2491ed,2022-02-15,THE_SILENT,57,HUNDRED_GOLD,NONE,
5cbc1c16-3efc-4ef1-9aca-006518b230eb,2022-02-17,THE_SILENT,57,ONE_RARE_RELIC,NO_GOLD,
962d9d35-1bec-4ed2-ba49-fc51688822e8,2022-02-23,THE_SILENT,33,RANDOM_COMMON_RELIC,NONE,Automaton
de2b8ff4-9157-4134-8f0e-1c6e8d5223f0,2022-02-23,THE_SILENT,57,BOSS_RELIC,NONE,
2cac282d-097b-4e4a-a61c-4d396be367e9,2022-03-02,THE_SILENT,22,BOSS_RELIC,NONE,Snake Plant
ea4cf14a-ed4c-49e4-8d22-dfb0c09a1cfd,2022-03-02,THE_SILENT,57,BOSS_RELIC,NONE,
1ecbc9fb-9691-473e-99d4-26edc60a83a4,2022-03-03,THE_SILENT,57,BOSS_RELIC,NONE,
99d2ec37-d402-40f9-8778-46aaf88a790b,2022-03-07,THE_SILENT,16,BOSS_RELIC,NONE,The Guardian
8aa94ffa-5886-4256-a024-04ece874fcca,2022-03-07,THE_SILENT,57,BOSS_RELIC,NONE,
6f6159c6-19d8-4369-a405-2b27171aab34,2022-03-08,THE_SILENT,57,BOSS_RELIC,NONE,
6fdd94f8-8b71-4d18-8c61-edc92adb25d1,2022-03-11,THE_SILENT,33,BOSS_RELIC,NONE,Champ
ddd9ab66-1d1d-4353-b7b2-0e8760e1696c,2022-03-11,THE_SILENT,57,BOSS_RELIC,NONE,
d586cc7c-cdf7-4ff7-b4ec-f2e8a03d9e0a,2022-03-16,THE_SILENT,56,BOSS_RELIC,NONE,The Heart
79541d23-8c79-4a61-962c-f033e3e28d09,2022-03-17,THE_SILENT,16,BOSS_RELIC,NONE,Slime Boss
61725a08-2d70-4750-a353-998f4b240236,2022-03-17,THE_SILENT,57,BOSS_RELIC,NONE,
399a24cf-7f77-4089-9a31-8700194bbd85,2022-03-22,THE_SILENT,57,BOSS_RELIC,NONE,
2dc51794-9778-46c0-a9ea-1fd6764d852e,2022-03-24,THE_SILENT,57,BOSS_RELIC,NONE,
b27a57f9-1fd9-44c6-b773-3ad01b1961b8,2022-03-25,THE_SILENT,56,BOSS_RELIC,NONE,The Heart
174ba3d2-09b3-464b-99a4-93726966d06f,2022-03-26,THE_SILENT,14,REMOVE_TWO,NO_GOLD,Blue Slaver
5c71d11d-1717-4310-8eb1-a14eb00fb474,2022-03-26,THE_SILENT,12,THREE_ENEMY_KILL,NONE,Gremlin Nob
4b031649-15db-47bc-9b12-8da0afd15eb1,2022-03-26,THE_SILENT,56,THREE_ENEMY_KILL,NONE,The Heart
2b851f7e-3614-4166-b105-c2b76403bf73,2022-03-26,THE_SILENT,56,BOSS_RELIC,NONE,The Heart
4544831a-2359-4a79-a5ed-c58113817be1,2022-03-26,THE_SILENT,56,BOSS_RELIC,NONE,The Heart
1f2de10d-33da-43e5-ac1a-c9333cb139c4,2022-04-06,THE_SILENT,57,RANDOM_COLORLESS,NONE,
284ccd9e-6a6e-4a29-a24d-9479804ac80f,2022-04-08,THE_SILENT,56,REMOVE_TWO,TEN_PERCENT_HP_LOSS,The Heart
1d4c58be-406c-4a3e-8cdf-333c33036b18,2022-04-08,THE_SILENT,57,ONE_RARE_RELIC,NO_GOLD,
6effaa89-a9b0-4494-a2e5-3c2c911d102e,2022-04-12,THE_SILENT,57,TWENTY_PERCENT_HP_BONUS,NO_GOLD,
8396e8a9-2fc4-4c28-b37b-b163269609a7,2022-04-14,THE_SILENT,55,UPGRADE_CARD,NONE,Shield and Spear
e143a343-3f11-4105-a33c-dce25cd78f8f,2022-04-14,THE_SILENT,10,TRANSFORM_TWO_CARDS,TEN_PERCENT_HP_LOSS,3 Sentries
96fe77cc-66ac-43ba-a42b-b73a48f428e6,2022-04-14,THE_SILENT,40,THREE_ENEMY_KILL,NONE,Nemesis
1d1f6b70-5011-420a-8b62-ba24ff99e125,2022-04-15,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
bc6e98eb-0d41-488f-b65a-10c24c9d27ea,2022-04-19,THE_SILENT,57,REMOVE_CARD,NONE,
1c711c68-dc1b-4917-9348-062b00db0d5a,2022-04-22,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
b090cadc-9ded-4a53-928f-9e0a05680a5d,2022-04-27,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
103add4a-0049-49dc-8f62-c05c5368df11,2022-04-28,THE_SILENT,22,RANDOM_COMMON_RELIC,NONE,Snecko
9c293dd0-8dfb-4c0a-b88d-37c3548b48ac,2022-04-28,THE_SILENT,16,RANDOM_COMMON_RELIC,NONE,Hexaghost
26ff7af3-d570-4282-b754-ce3adaafd477,2022-04-28,THE_SILENT,56,RANDOM_COLORLESS_2,NO_GOLD,The Heart
9eab083a-ce30-44cf-a56f-47c7356624b2,2022-04-29,THE_SILENT,39,TRANSFORM_TWO_CARDS,TEN_PERCENT_HP_LOSS,3 Darklings
62f06c46-2c1d-46f9-9629-003752ce20d1,2022-04-29,THE_SILENT,37,REMOVE_CARD,NONE,Spire Growth
17c3cb39-bf29-46da-abe7-a9af69f3c3f1,2022-04-29,THE_SILENT,7,RANDOM_COLORLESS,NONE,Lagavulin
eaac00d8-765a-4737-b999-a62cd5cc4fa2,2022-04-29,THE_SILENT,14,TEN_PERCENT_HP_BONUS,NONE,Looter
f205ee31-521b-4e71-b3bd-21e6ad4eae35,2022-04-29,THE_SILENT,57,THREE_ENEMY_KILL,NONE,
1372bf77-8e2f-4d98-95ca-32cd69e9cf66,2022-05-03,THE_SILENT,27,TRANSFORM_CARD,NONE,Colosseum Slavers
5d1a9311-a3e8-4186-b53d-cc648f8125f0,2022-05-03,THE_SILENT,51,TWO_FIFTY_GOLD,TEN_PERCENT_HP_LOSS,Time Eater
9fc783ec-0593-4c2b-b2a1-b49b510e6b10,2022-05-04,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
6df49aca-547c-4ed1-97c7-e71f008f2cfe,2022-05-10,THE_SILENT,57,THREE_CARDS,NONE,
78f04c32-1c6c-48d9-a697-ca3d2e5915e5,2022-05-11,THE_SILENT,27,THREE_SMALL_POTIONS,NONE,Shelled Parasite and Fungi
d372caae-e162-4519-aa23-164660069eac,2022-05-11,THE_SILENT,57,HUNDRED_GOLD,NONE,
89935482-ae70-4f99-923c-57dc6454e145,2022-05-12,THE_SILENT,10,RANDOM_COLORLESS_2,NO_GOLD,3 Sentries
7caca31b-01b8-4e14-a8bf-986b26242022,2022-05-12,THE_SILENT,57,THREE_ENEMY_KILL,NONE,
52ca800d-c38e-42df-af13-9a3f889e4020,2022-05-17,THE_SILENT,16,RANDOM_COMMON_RELIC,NONE,Slime Boss
c07333df-616e-431a-9a56-ec6efd9ff144,2022-05-17,THE_SILENT,57,RANDOM_COLORLESS_2,NO_GOLD,
f42f05a5-330d-406b-9454-3ad87a5fdbf0,2022-05-19,THE_SILENT,56,TWO_FIFTY_GOLD,PERCENT_DAMAGE,The Heart
f226208e-a194-4625-a820-35d7fa65c938,2022-05-20,THE_SILENT,57,RANDOM_COMMON_RELIC,NONE,
42ecd8cc-a8d2-4e46-8825-7934e21002fe,2022-05-24,THE_SILENT,50,RANDOM_COLORLESS_2,NO_GOLD,Time Eater
ca5c4d89-1f7d-41b9-a2fc-92368ce8c215,2022-05-24,THE_SILENT,33,HUNDRED_GOLD,NONE,Champ
ed6839ab-3567-4dd4-b1c7-2c226e5f2733,2022-05-25,THE_SILENT,57,TWO_FIFTY_GOLD,TEN_PERCENT_HP_LOSS,
c668827b-8208-4cc3-aa3d-e8217da084c4,2022-06-01,THE_SILENT,33,RANDOM_COLORLESS_2,TEN_PERCENT_HP_LOSS,Automaton
b4f246b6-2b21-4e75-94b9-28284d5cde27,2022-06-01,THE_SILENT,16,RANDOM_COMMON_RELIC,NONE,Slime Boss
e26b0cd8-27da-4958-a1c3-4ae620ebf57c,2022-06-01,THE_SILENT,57,UPGRADE_CARD,NONE,
7089d152-6ae6-4dd3-b844-4fb64731cd56,2022-06-03,THE_SILENT,51,REMOVE_TWO,TEN_PERCENT_HP_LOSS,Awakened One
bfecaf04-3f00-46e8-bc01-7b663257061c,2022-06-03,THE_SILENT,51,HUNDRED_GOLD,NONE,Time Eater
98df5485-3c9c-4036-a442-4b72e0bdb322,2022-06-04,THE_SILENT,57,REMOVE_TWO,TEN_PERCENT_HP_LOSS,
5f944584-1d51-4dfa-8178-ca825ed0447c,2022-06-07,THE_SILENT,57,ONE_RARE_RELIC,TEN_PERCENT_HP_LOSS,
b351b390-7407-4ade-b122-0dd35427f98b,2022-06-09,THE_SILENT,27,RANDOM_COMMON_RELIC,NONE,Shelled Parasite and Fungi
7e2f94c6-8075-43c0-8964-736707852f71,2022-06-09,THE_SILENT,57,REMOVE_TWO,TEN_PERCENT_HP_LOSS,
553ac303-dc19-4bac-94b8-de54333dc415,2022-06-10,THE_SILENT,57,UPGRADE_CARD,NONE,
e373a21b-14fb-408e-b9ce-6476f091739b,2022-06-15,THE_SILENT,57,THREE_ENEMY_KILL,NONE,
14536cc5-14ba-40b7-b7d2-9637f18f7c7c,2022-06-18,THE_SILENT,57,RANDOM_COLORLESS,NONE,
1dbb4750-a3a0-4410-b169-c992bc6447ea,2022-06-23,THE_SILENT,51,TWO_FIFTY_GOLD,TEN_PERCENT_HP_LOSS,Time Eater
e979b0e2-4c51-4d75-9821-8b419ade5ed4,2022-06-23,THE_SILENT,56,REMOVE_TWO,PERCENT_DAMAGE,The Heart
70852b5d-361f-404e-9e10-97340abc4a05,2022-06-25,THE_SILENT,27,RANDOM_COMMON_RELIC,NONE,Slavers
ecc89d42-1c69-4966-89a4-0e0db723af0f,2022-06-25,THE_SILENT,57,THREE_ENEMY_KILL,NONE,
2c8ebe48-eefd-4a78-bb0d-00f10f19b119,2022-06-29,THE_SILENT,38,REMOVE_TWO,PERCENT_DAMAGE,Spire Growth
03c54490-221a-4b43-bf6d-d0c19f667c2a,2022-06-30,THE_SILENT,57,THREE_CARDS,NONE,
905efa62-be47-4806-a8b3-bd1502fd3215,2022-07-05,THE_SILENT,57,REMOVE_CARD,NONE,
e5d284b3-1aa8-4c35-93d7-2a466d8971d3,2022-07-06,THE_SILENT,57,BOSS_RELIC,NONE,
2924a05d-d83d-400f-ab29-4151c56c7d39,2022-01-01,DEFECT,57,HUNDRED_GOLD,NONE,
1ba7e7de-26c0-4d6c-b140-0116ed6ca900,2022-01-04,DEFECT,57,BOSS_RELIC,NONE,
5b99622a-7b9e-42fd-8d9a-c4b2b929b712,2022-01-06,DEFECT,57,REMOVE_TWO,TEN_PERCENT_HP_LOSS,
73c5a26d-82ee-4c17-a761-3709b94538f3,2022-01-07,DEFECT,57,RANDOM_COMMON_RELIC,NONE,
01dd86f4-4f4a-49b8-904e-c84729adc2eb,2022-01-11,DEFECT,10,REMOVE_TWO,NO_GOLD,Gremlin Nob
93840920-17e6-4685-a364-9d3bb3cea3dd,2022-01-11,DEFECT,57,THREE_ENEMY_KILL,NONE,
4e03cb34-521c-4c84-81d9-ab5d6bc5ae32,2022-01-14,DEFECT,56,RANDOM_COMMON_RELIC,NONE,The Heart
3829b511-40ae-43d1-8199-d4fd3437c734,2022-01-15,DEFECT,56,BOSS_RELIC,NONE,The Heart
b09b323e-72fe-45bf-a4e4-709b98e98106,2022-01-15,DEFECT,57,BOSS_RELIC,NONE,
d73b3b21-f8e3-4254-953b-ac7f2297d986,2022-01-19,DEFECT,57,TRANSFORM_TWO_CARDS,PERCENT_DAMAGE,
6c5cc1eb-8c3d-4fb5-9c13-2176d357e886,2022-01-21,DEFECT,57,ONE_RARE_RELIC,NO_GOLD,
7cda9914-96e1-4181-ab32-af9b23d853a9,2022-01-22,DEFECT,56,RANDOM_COMMON_RELIC,NONE,The Heart
ca635a97-52e8-46ef-87da-a95cd2a5705b,2022-01-27,DEFECT,57,TRANSFORM_TWO_CARDS,TEN_PERCENT_HP_LOSS,
2b8697a0-acf7-4ef4-bb72-e345ae3b5bbf,2022-01-28,DEFECT,57,THREE_ENEMY_KILL,NONE,
2fc4bc10-68e2-4405-9c6d-9a4a192cd690,2022-02-03,DEFECT,48,UPGRADE_CARD,NONE,Reptomancer
4fdb36df-ce9d-41c7-9251-b86c67cea56e,2022-02-03,DEFECT,56,HUNDRED_GOLD,NONE,The Heart
91ed5e82-e89c-437f-9df9-c7a239544ced,2022-02-04,DEFECT,57,ONE_RARE_RELIC,NO_GOLD,
ac08baaf-4a10-4919-aeca-6c319b276415,2022-02-08,DEFECT,11,TWENTY_PERCENT_HP_BONUS,NO_GOLD,Gremlin Nob
b3b0fb68-acf9-417f-a049-4f0426e132ac,2022-02-08,DEFECT,23,THREE_ENEMY_KILL,NONE,Gremlin Leader
f4240582-dc01-47ce-a9ea-a391e8e4680b,2022-02-08,DEFECT,24,THREE_RARE_CARDS,TEN_PERCENT_HP_LOSS,Slavers
